question1,question2
anger to curiosity: What does WTF mean?,What does WTF mean?
curiosity to annoyance: How can I lose an extreme amount of weight?,"I am ugly and fat, how to lose weight?"
curiosity to confusion: Is it true that you can't donate blood if you've got a tattoo?,Is it true that you can't donate blood if you've got a tattoo?
confusion to curiosity: Is INCEST wrong and why?,How do I convince my sister to have sex with me?
"curiosity to confusion: When designing a mobile app, what screen size and resolution should I create my designs?","When designing a mobile app, what screen size and resolution should I create my designs?"
curiosity to confusion: Why should I stop masturbating?,Why should I stop masturbating?
"confusion to curiosity: Had the British not left India, how different would India have been today from what it is at present?","If India hadn't been created out of the remains of the British Raj, would it exist as a country today?"
confusion to curiosity: Why aren't people having children in Japan?,Why do people who can't feed themselves have children and starve them too?
curiosity to anger: What's the most ridiculous question you've ever seen on Quora? What's the most ridiculous answer?,What is the most ridiculous question you've been asked to answer on Quora?
"fear to curiosity: Who has the ability to use words and cause `fear` as I do not fear anything/anyone im yet to be made to feel otherwise, can anyone change me?","Who has the ability to use words and cause `fear` as I do not fear anything/anyone im yet to be made to feel otherwise, can anyone change me?"
curiosity to confusion: Do you think that PNB Housing IPO at INR 750-775 price band is fairly valued? If not why?,Do you think that PNB Housing IPO at INR 750-775 price band is fairly valued? If not why?
"amusement to curiosity: What is the funniest episode from ""Whose Line Is It Anyway""?","Where can I find a list of ""Whose Line Is It Anyway"" episodes?"
"confusion to curiosity: She never texts first, but when I text her she enthusiastically replies. What do I do?","How long standard USPS post will take to reach Bangalore, India from San Jose, California, USA?"
curiosity to confusion: What's it like to wear an extra small?,What's it like to wear an extra small?
curiosity to confusion: Is D3.js used with spring crud application?,Is D3.js used with spring crud application?
curiosity to confusion: How do I know if I am a psychopath?,How do I know if I am a psychopath?
admiration to curiosity: What are some of the greatest dance movies ever?,What are some movies where dance is the central theme?
curiosity to confusion: Should I worry about what people think about me?,Should I worry about what people think about me?
confusion to curiosity: What is solipsism? Is there any reason to believe it is true? Is there any reason to believe it is false?,What is the link between solipsism and simulation theory?
curiosity to admiration: Who are the best speakers on occupational psychology?,Who are the best speakers on occupational psychology?
curiosity to amusement: Why is it that people laugh in the background in some TV shows like Friends?,Why is it that people laugh in the background in some TV shows like Friends?
curiosity to admiration: How does Twitter suggest other people who to follow?,How does Twitter suggest other people who to follow?
admiration to curiosity: What are some very good and real touching romantic novels?,What are some good romantic English novels?
"curiosity to admiration: How is it, all of a sudden, that the Chinese became so economically powerful and rich, while Americans and Europeans became poorer?","How is it, all of a sudden, that the Chinese became so economically powerful and rich, while Americans and Europeans became poorer?"
"annoyance to curiosity: What measures take the porn actors to make ass licking without get a disease? I mean, you see these people licking each other asses like nothing's happen lol.","What measures take the porn actors to make ass licking without get a disease? I mean, you see these people licking each other asses like nothing's happen lol."
fear to curiosity: I'm really worried about my future. What should I do?,I'm really worried about my future. What should I do?
admiration to curiosity: What is it like to be beautiful?,How does it feel to be born beautiful?
confusion to curiosity: How can I stop caring as much?,How do I stop caring about everything?
